공공서비스 고유 식별자,서비스명,남성,여성,대상연령(시작),대상연령(종료),중위소득 0~50%,중위소득 51~75%,중위소득 76~100%,중위소득 101~200%,중위소득 200% 초과,예비부모/난임,임산부,출산/입양,농업인,어업인,축산업인,임업인,초등학생,중학생,고등학생,대학생/대학원생,해당사항없음,근로자/직장인,구직자/실업자,장애인,국가보훈대상자,질병/질환자,다문화가족,북한이탈주민,한부모가정/조손가정,1인가구,해당사항없음.1,다자녀가구,무주택세대,신규전입,확대가족,예비창업자,영업중,생계곤란/폐업예정자,음식적업,제조업,기타업종,중소기업,사회복지시설,기관/단체,제조업.1,"농업,임업 및 어업",정보통신업,기타업종.1
B55100100012,독립기념관 주차요금 감면,Y,Y,19.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55101100001,여행업계 디지털 전환 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y
B55101100002,"기업회의, 인센티브 관광단체 지원",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,Y
B55101300001,도서벽지 유소년 대상 선수촌 체험,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,Y,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55101400003,스포츠 액셀러레이팅 프로그램 지원(창업투자지원),,,19.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y
B55101400004,체육인 복지 지원(생활지원금),Y,Y,0.0,120.0,Y,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
B55101400005,체육인 복지 지원(교육지원금),Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
B55101400007,국민체육진흥기금 스포츠산업 이차보전,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,Y,,,Y,,,Y
B55101500002,경마 도박 중독 예방·치료 서비스,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
B55101500003,우수경주마 경매유통 장려금 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,
B55101500004,렛츠런파크 서울 놀라운지 체험,Y,Y,20.0,49.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55101500007,한국마사회 문화센터 수강 서비스,Y,Y,0.0,120.0,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55102900001,보건의료인국가시험 응시자 편의제공,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55102900002,보건의료인국가시험 응시수수료 감면,Y,Y,19.0,64.0,Y,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55117700002,인천공항 내 유모차 대여 서비스 제공,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55117700003,항공산업분야 취업지원 프로그램,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55117700004,인천공항 견학 프로그램,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,Y,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55118200001,응급의료비 미수금 대지급,Y,Y,0.0,120.0,Y,Y,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200001,의료 서비스(중앙보훈병원),Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200002,입소 이용서비스(대전보훈요양원),Y,Y,65.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200003,입소 이용서비스(남양주보훈요양원),Y,Y,65.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200004,의료 서비스(대구보훈병원),Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200006,입소 이용서비스(대구보훈요양원),Y,Y,65.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200007,의료 서비스(광주보훈병원),Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200008,입소 이용서비스(광주보훈요양원),Y,Y,65.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200009,입소 이용서비스(김해보훈요양원),Y,Y,65.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200010,주간보호 이용서비스(김해보훈요양원),Y,Y,65.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200012,의료 서비스(대전보훈병원),Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200014,보훈복지타운 주거제공 서비스,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,
B55120200015,보훈원 양로보호 서비스,Y,Y,60.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200016,보훈휴양원 휴양시설 제공 서비스,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200017,의료 서비스(부산보훈병원),Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200018,입소 이용서비스(수원보훈요양원),Y,Y,65.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200020,입소 이용서비스(원주보훈요양원),Y,Y,65.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200021,주간보호 이용서비스(원주보훈요양원),Y,Y,65.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200022,의료 서비스(인천보훈병원),Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200023,입소 이용서비스(전주보훈요양원),Y,Y,65.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200025,주거환경 개선 서비스,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55120200027,보훈재활체육센터 체력단련실 이용 서비스,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55121000002,가스냉방설비 설치지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,Y,,,Y,Y,,Y
B55121000003,사회적 배려대상자 도시가스요금 경감,Y,Y,19.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55136400001,주니어닥터 프로그램,Y,Y,8.0,16.0,Y,Y,Y,Y,Y,,,,,,,,Y,Y,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55136400002,엑스사이언스 프로그램,Y,Y,8.0,24.0,Y,Y,Y,Y,Y,,,,,,,,Y,Y,Y,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55139800001,긴급출동고충처리 서비스,Y,Y,0.0,120.0,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55139800002,어린이 전기안전 체험 뮤지컬 순회공연,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
B55139800003,일반용 사용전점검,Y,Y,19.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
B55139800004,일반용 정기점검,Y,Y,19.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
B55139800005,자가용 전기설비 공사계획신고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,Y
B55139800006,자유 학기제 교육 서비스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
B55139800007,전기계측장비 무상점검 서비스,Y,Y,19.0,64.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,
B55139800008,그린타운 서비스(전기안전마을),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
B55139800009,전기안전 보안관 지원,Y,Y,0.0,120.0,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55139800010,전기안전기술교육,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,Y,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55139800011,전기시설 안전점검,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
B55140800003,내집마련 디딤돌 대출,Y,Y,19.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,
B55145700001,철도 공공할인 서비스(경로),Y,Y,65.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55145700002,철도 공공할인 서비스(장애인),Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55145700003,철도 공공할인 서비스(국가유공자),Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55145700016,맘편한 코레일,,Y,18.0,44.0,Y,Y,Y,Y,Y,,Y,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55145800002,청계 서당,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
B55190400002,준고령자 직업선호도검사 서비스,Y,Y,50.0,64.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55190400003,직업심리검사 서비스,Y,Y,13.0,64.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55190400005,실업급여(구직급여) 수급자격 온라인 교육 서비스,Y,Y,19.0,64.0,Y,Y,Y,Y,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
B55191900002,소비자 집단분쟁조정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
B55191900004,한국소비자원 자동차 결함신고,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
B55191900005,피해자 상담서비스,Y,Y,19.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
B55191900006,소비자 피해구제,Y,Y,19.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
B55201400001,다문화가정 청소년 직업교육훈련(다솜고등학교),Y,Y,13.0,18.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,
B55201400002,구직자 직업훈련(취업지원) 및 훈련장려금 지급(한국폴리텍대학),Y,Y,15.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55201500004,실업크레딧 지원,Y,Y,18.0,60.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55201500201,국민연금 보험료 지원,Y,Y,18.0,59.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55201500202,4대사회보험 가입자 가입내역 확인서,Y,Y,19.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55203800001,국내외 취약계층 의료물자 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
B55203800002,국내 외국인근로자 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
B55206100004,어린이 교통안전체험관,Y,Y,5.0,7.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55207000001,발전소 시설 견학(당진),Y,Y,19.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
B55207000002,중소기업 동반성장 협력 대출 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,Y
B55207000003,발전 5사 정비 적격기업 공동 인증 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,
B55207000005,발전소 시설 견학(울산),Y,Y,19.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
B55207000006,발전소 시설 견학(일산),Y,Y,18.0,64.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55207000010,발전소 시설 견학(동해),Y,Y,19.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
B55209300001,원자력연료 제조공정 견학,Y,Y,19.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,
B55209300002,안전에너지 원자력연료 체험,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,Y,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55211100001,과학문화바우처,Y,Y,6.0,120.0,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55214300001,한문 고전 자문 서비스,Y,Y,19.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
B55214600001,중장년 생애경력설계서비스,Y,Y,40.0,64.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55214900001,농지규모화 지원,Y,Y,19.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55214900002,농업인 노후생활 안정 지원,Y,Y,60.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55214900004,농지 임대 수탁 지원,Y,Y,19.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55214900005,농지 매입 비축 지원,Y,Y,19.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55214900006,해외농업개발(융자) 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,
B55246800001,안전보건 미디어 현장 배송 서비스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,Y
B55246800002,작업환경측정 비용 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,Y
B55246800006,근로자 건강센터 운영,,,19.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y
B55246800007,안전보건관리체계 구축 컨설팅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,Y
B55246800009,대중소기업 안전보건 상생협력사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,Y
B55246800011,특수건강진단 비용 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,Y
B55247300001,장애인기업 특례보증,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,Y
B55247300002,사회적 경제기업 특례보증,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,Y
B55247300003,재도전지원 특례보증,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,Y
B55247300004,재해중소기업 특례보증,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,,,,,
B55251800004,환경기업 해외진출 전문 컨설팅 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,Y
B55251800006,가습기살균제 피해구제,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
B55252100001,발전소주변지역 전기요금지원(보령발전본부),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,Y
B55252100002,발전소 주변지역 장학금 지원(신서천),Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,Y,Y,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252100003,발전소 주변지역 장학금 지원(인천),Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,Y,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252100004,신서천발전본부 주택용 전기요금 지원,Y,Y,19.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252100005,발전소주변지역 장학금 지원(보령발전본부),Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,Y,Y,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252100006,발전소 주변지역 장학금 지원(서울),Y,Y,0.0,120.0,Y,,,,,,,,,,,,,Y,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252100007,발전소 주변지역 장학금 지원(제주발전본부),Y,Y,0.0,120.0,Y,,,,,,,,,,,,,Y,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252100009,발전소 주변지역 장학금 지원(세종),Y,Y,0.0,120.0,Y,,,,,,,,,,,,,Y,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252200003,발전소 주변지역 육영사업 지원(군산발전본부),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
B55252200004,발전소 주변지역 육영사업 지원(서인천발전본부),Y,Y,8.0,30.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
B55252200005,발전소 주변지역 육영사업 지원(태안발전본부),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
B55252200008,꿈너머 꿈 진로 멘토링 지원(본사),Y,Y,16.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
B55252200010,중소기업 해외지사화 사업 지원(본사),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,Y
B55252200013,발전소 주변지역 육영사업 지원(평택발전본부),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
B55252500001,강원랜드 스포츠 인재육성,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
B55252500002,강원랜드 멘토링 장학금 및 프로그램 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,,,,,,,,,,Y,Y,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252500006,강원랜드 객실나눔 및 힐링캠프 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
B55252900005,이공계 우수학생 국가장학금 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252900010,우수고등학생 해외유학 장학금 (드림장학금),Y,Y,0.0,120.0,Y,,,,,,,,,,,,,,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252900018,예술체육비전장학금,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252900201,일반 상환 학자금 특별상환유예대출,Y,Y,18.0,35.0,Y,Y,Y,Y,,,,,,,,,,,,Y,Y,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252900202,푸른등대 기부장학금 지원,Y,Y,18.0,40.0,Y,Y,,,,,,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252900203,분할상환제도 지원,Y,Y,18.0,40.0,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252900204,사회리더 대학생 멘토링,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252900205,손해금(지연배상금) 감면,Y,Y,18.0,40.0,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252900206,정상화(기한이익회복) 제도 지원,Y,Y,18.0,40.0,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252900207,전자채무 승인제도 지원,Y,Y,18.0,40.0,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252900208,신용도판단정보 회복제도,Y,Y,18.0,40.0,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252900212,창업기숙사,Y,Y,19.0,30.0,Y,Y,Y,Y,Y,,,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252900213,대학생 기숙사 지원 (대학생 연합생활관),Y,Y,18.0,50.0,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
B55252900214,고졸 후학습자 장학생 지원,Y,Y,18.0,64.0,Y,Y,Y,Y,,,,,,,,,,,,,,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
